PM2.5_ugm3,PM10_ugm3,CO_ppm,NO2_ppb,SO2_ppb,O3_ppb,hour,day_of_year,AQI,AQI_Category,Dominant_Pollutant
27.82,47.36,0.968,30.89,14.31,52.9,0,166,84,Moderate,PM2.5
9.59,37.27,0.656,14.18,16.43,60.7,1,166,70,Moderate,O3
31.78,49.07,0.921,30.92,24.08,50.3,2,166,92,Moderate,PM2.5
24.74,37.15,1.278,36.93,18.55,65.6,3,166,86,Moderate,O3
46.8,102.54,0.739,43.85,24.67,75.44,4,166,129,Unhealthy for Sensitive Groups,PM2.5
27.89,44.87,0.708,22.91,22.62,63.07,5,166,84,Moderate,PM2.5
23.45,61.42,0.813,53.16,30.38,72.01,6,166,500,Hazardous,NO2
36.06,75.61,0.942,60.06,23.74,101.84,7,166,192,Unhealthy,O3
26.7,46.21,1.559,50.1,26.69,79.35,8,166,130,Unhealthy for Sensitive Groups,O3
50.81,69.7,1.033,38.1,23.13,101.56,9,166,191,Unhealthy,O3
30.04,53.85,1.422,47.11,22.68,72.53,10,166,106,Unhealthy for Sensitive Groups,O3
47.9,87.44,1.733,51.12,26.94,87.8,11,166,156,Unhealthy,O3
31.43,70.58,1.685,54.7,24.46,71.89,12,166,104,Unhealthy for Sensitive Groups,O3
45.11,100.26,1.432,51.81,22.17,66.06,13,166,125,Unhealthy for Sensitive Groups,PM2.5
59.71,99.26,1.569,53.2,22.15,78.56,14,166,500,Hazardous,NO2
47.69,95.45,1.487,47.58,23.81,39.69,15,166,131,Unhealthy for Sensitive Groups,PM2.5
35.6,73.26,1.313,48.65,17.76,50.95,16,166,101,Unhealthy for Sensitive Groups,PM2.5
39.58,84.13,1.23,38.5,17.55,44.32,17,166,111,Unhealthy for Sensitive Groups,PM2.5
37.11,72.77,1.871,36.62,28.25,67.56,18,166,105,Unhealthy for Sensitive Groups,PM2.5
37.87,44.86,1.35,31.13,30.44,20.25,19,166,107,Unhealthy for Sensitive Groups,PM2.5
20.48,35.0,1.764,53.17,16.48,23.74,20,166,500,Hazardous,NO2
33.86,47.08,0.796,46.15,17.78,39.18,21,166,97,Moderate,PM2.5
5.72,10.0,0.863,35.16,26.83,32.02,22,166,38,Good,SO2
21.21,49.94,0.453,41.66,23.79,34.16,23,166,70,Moderate,PM2.5
21.89,43.06,0.597,35.98,24.44,54.58,0,167,500,Hazardous,O3
31.24,70.0,1.423,30.22,25.54,49.57,1,167,91,Moderate,PM2.5
27.45,53.52,0.732,14.55,19.85,51.08,2,167,83,Moderate,PM2.5
17.79,16.43,1.521,28.89,22.7,75.03,3,167,115,Unhealthy for Sensitive Groups,O3
23.44,11.94,0.647,30.65,22.32,78.75,4,167,128,Unhealthy for Sensitive Groups,O3
35.57,65.82,0.791,25.56,16.76,78.08,5,167,126,Unhealthy for Sensitive Groups,O3
36.21,62.62,1.098,25.14,22.63,82.38,6,167,141,Unhealthy for Sensitive Groups,O3
35.07,51.41,1.274,48.03,27.24,79.83,7,167,132,Unhealthy for Sensitive Groups,O3
38.53,48.94,1.657,49.25,19.38,97.25,8,167,180,Unhealthy,O3
50.23,81.6,1.59,36.81,21.82,85.38,9,167,500,Hazardous,O3
42.28,73.76,1.387,42.93,22.09,78.28,10,167,126,Unhealthy for Sensitive Groups,O3
46.82,92.26,1.508,63.2,19.63,68.36,11,167,129,Unhealthy for Sensitive Groups,PM2.5
65.26,119.73,1.464,43.22,24.44,78.92,12,167,156,Unhealthy,PM2.5
36.13,84.34,1.273,53.3,17.65,62.68,13,167,500,Hazardous,NO2
31.6,44.46,1.245,48.49,27.72,39.87,14,167,92,Moderate,PM2.5
50.93,102.25,1.763,53.55,24.19,40.2,15,167,500,Hazardous,NO2
36.94,67.07,0.832,37.44,16.37,42.66,16,167,105,Unhealthy for Sensitive Groups,PM2.5
37.16,75.23,1.778,44.01,29.54,36.73,17,167,105,Unhealthy for Sensitive Groups,PM2.5
30.6,49.84,1.097,41.69,21.9,31.58,18,167,90,Moderate,PM2.5
31.91,70.29,0.875,39.2,17.44,27.19,19,167,93,Moderate,PM2.5
44.11,82.94,1.242,34.79,26.58,15.24,20,167,122,Unhealthy for Sensitive Groups,PM2.5
35.45,55.65,1.391,34.96,23.53,22.28,21,167,500,Hazardous,PM2.5
34.17,61.36,1.224,51.53,12.19,45.86,22,167,97,Moderate,PM2.5
14.84,23.84,1.003,54.02,18.43,49.15,23,167,57,Moderate,PM2.5
16.5,35.57,1.166,21.61,22.38,50.78,0,168,60,Moderate,PM2.5
5.0,10.0,0.337,5.23,10.19,57.13,1,168,58,Moderate,O3
20.71,36.93,0.732,35.56,21.41,69.05,2,168,97,Moderate,O3
36.59,70.61,0.672,33.38,21.78,56.56,3,168,104,Unhealthy for Sensitive Groups,PM2.5
35.36,64.04,1.387,44.61,15.07,75.33,4,168,116,Unhealthy for Sensitive Groups,O3
32.11,73.95,0.992,39.74,22.34,70.01,5,168,500,Hazardous,O3
36.55,75.08,1.454,40.59,21.03,74.95,6,168,115,Unhealthy for Sensitive Groups,O3
34.07,61.24,1.454,54.39,15.03,92.66,7,168,168,Unhealthy,O3
43.88,81.58,1.121,58.69,25.59,99.47,8,168,186,Unhealthy,O3
50.65,94.71,1.278,34.62,25.18,87.04,9,168,154,Unhealthy,O3
33.34,64.86,1.9,42.23,19.54,102.47,10,168,193,Unhealthy,O3
49.77,67.68,1.315,50.54,20.0,83.33,11,168,144,Unhealthy for Sensitive Groups,O3
55.21,95.75,1.597,52.98,24.62,67.23,12,168,150,Unhealthy for Sensitive Groups,PM2.5
44.05,61.48,1.313,49.33,19.98,56.9,13,168,122,Unhealthy for Sensitive Groups,PM2.5
51.88,108.72,1.418,54.73,11.33,70.18,14,168,500,Hazardous,O3
67.04,119.94,1.441,58.45,23.42,53.52,15,168,157,Unhealthy,PM2.5
41.4,72.21,1.145,63.23,16.92,51.76,16,168,116,Unhealthy for Sensitive Groups,PM2.5
42.73,87.67,1.005,48.89,19.04,12.21,17,168,119,Unhealthy for Sensitive Groups,PM2.5
30.82,60.55,1.286,31.48,28.28,36.47,18,168,90,Moderate,PM2.5
35.33,50.05,0.853,35.42,20.32,25.9,19,168,100,Moderate,PM2.5
34.9,61.97,0.777,33.25,21.0,16.06,20,168,99,Moderate,PM2.5
30.5,50.87,0.664,36.66,23.54,30.4,21,168,90,Moderate,PM2.5
19.03,13.32,0.865,33.49,23.51,44.94,22,168,66,Moderate,PM2.5
27.74,41.64,1.135,48.91,16.39,61.45,23,168,84,Moderate,PM2.5
37.33,64.98,1.292,23.38,20.62,47.42,0,169,105,Unhealthy for Sensitive Groups,PM2.5
29.59,51.89,0.634,32.26,21.1,45.14,1,169,88,Moderate,PM2.5
34.8,44.85,1.533,53.15,22.28,52.3,2,169,500,Hazardous,NO2
26.95,62.33,0.644,25.66,22.37,77.4,3,169,123,Unhealthy for Sensitive Groups,O3
37.12,65.59,1.345,35.45,33.86,65.03,4,169,105,Unhealthy for Sensitive Groups,PM2.5
36.0,65.26,0.89,27.45,15.04,87.44,5,169,155,Unhealthy,O3
29.0,57.02,0.939,40.82,25.82,88.92,6,169,159,Unhealthy,O3
42.0,66.15,1.07,35.3,26.84,90.81,7,169,163,Unhealthy,O3
34.17,66.98,1.364,56.47,23.39,74.32,8,169,113,Unhealthy for Sensitive Groups,O3
39.32,66.36,1.629,49.96,17.67,85.41,9,169,500,Hazardous,O3
47.64,74.99,1.713,41.04,29.24,71.4,10,169,131,Unhealthy for Sensitive Groups,PM2.5
49.6,96.16,1.265,60.0,9.96,75.33,11,169,136,Unhealthy for Sensitive Groups,PM2.5
38.08,86.45,1.263,53.8,17.5,84.17,12,169,500,Hazardous,NO2
55.65,108.87,1.273,61.12,26.78,80.08,13,169,151,Unhealthy,PM2.5
50.7,102.34,1.478,38.92,19.07,62.14,14,169,138,Unhealthy for Sensitive Groups,PM2.5
38.74,63.49,1.392,52.17,28.9,46.53,15,169,109,Unhealthy for Sensitive Groups,PM2.5
29.8,34.47,1.095,53.73,13.36,60.88,16,169,500,Hazardous,NO2
38.3,86.81,1.374,38.87,15.36,32.95,17,169,108,Unhealthy for Sensitive Groups,PM2.5
33.04,84.13,1.879,27.41,18.26,22.66,18,169,95,Moderate,PM2.5
34.67,80.93,0.955,36.48,23.01,37.99,19,169,98,Moderate,PM2.5
28.22,46.76,0.89,46.28,19.81,34.58,20,169,85,Moderate,PM2.5
12.79,10.0,1.113,42.77,18.47,25.6,21,169,52,Moderate,PM2.5
23.99,30.4,0.721,25.32,28.02,35.02,22,169,76,Moderate,PM2.5
23.56,22.2,1.053,15.58,28.49,43.21,23,169,75,Moderate,PM2.5
30.62,53.82,0.624,23.69,18.78,47.04,0,170,90,Moderate,PM2.5
20.33,55.87,1.402,23.72,12.31,56.82,1,170,68,Moderate,PM2.5
40.44,71.1,0.992,34.07,10.07,54.94,2,170,500,Hazardous,O3
13.46,27.86,0.759,30.46,22.05,73.03,3,170,108,Unhealthy for Sensitive Groups,O3
41.51,91.22,0.843,26.47,24.13,75.18,4,170,116,Unhealthy for Sensitive Groups,PM2.5
31.87,52.51,0.953,47.94,21.17,76.5,5,170,120,Unhealthy for Sensitive Groups,O3
43.37,102.49,1.612,41.4,20.5,83.52,6,170,145,Unhealthy for Sensitive Groups,O3
39.97,95.85,0.913,47.46,16.83,88.0,7,170,156,Unhealthy,O3
51.09,90.38,1.18,28.75,24.13,75.55,8,170,139,Unhealthy for Sensitive Groups,PM2.5
41.14,67.12,1.286,24.24,29.25,82.61,9,170,142,Unhealthy for Sensitive Groups,O3
37.19,75.3,1.507,36.02,9.77,86.63,10,170,153,Unhealthy,O3
58.43,101.01,1.466,46.79,20.47,67.7,11,170,153,Unhealthy,PM2.5
46.54,69.88,1.113,57.76,16.0,68.8,12,170,128,Unhealthy for Sensitive Groups,PM2.5
48.84,103.29,1.428,28.17,13.4,91.61,13,170,165,Unhealthy,O3
55.85,115.14,1.482,66.32,15.2,48.71,14,170,151,Unhealthy,PM2.5
35.98,66.63,1.266,50.19,22.75,48.4,15,170,102,Unhealthy for Sensitive Groups,PM2.5
46.73,68.96,1.586,59.6,22.88,36.66,16,170,129,Unhealthy for Sensitive Groups,PM2.5
34.61,47.54,1.569,34.25,28.16,37.62,17,170,98,Moderate,PM2.5
35.44,65.07,1.176,45.04,20.9,25.87,18,170,500,Hazardous,PM2.5
34.24,55.63,1.176,37.75,12.06,28.59,19,170,98,Moderate,PM2.5
19.02,30.14,0.372,42.18,19.66,22.81,20,170,66,Moderate,PM2.5
22.52,52.8,0.819,29.18,13.92,41.57,21,170,73,Moderate,PM2.5
37.82,76.88,1.19,34.34,14.82,34.84,22,170,107,Unhealthy for Sensitive Groups,PM2.5
33.01,75.95,0.725,39.43,23.76,28.76,23,170,95,Moderate,PM2.5
24.96,33.05,0.619,21.49,21.76,53.41,0,171,78,Moderate,PM2.5
27.78,45.89,1.536,30.83,23.72,42.65,1,171,84,Moderate,PM2.5
24.57,53.34,1.434,10.73,19.0,44.36,2,171,77,Moderate,PM2.5
39.51,76.5,1.086,38.54,24.74,67.73,3,171,111,Unhealthy for Sensitive Groups,PM2.5
29.32,71.16,1.362,53.55,18.72,94.07,4,171,500,Hazardous,NO2
35.41,68.78,0.439,24.45,26.37,62.94,5,171,500,Hazardous,PM2.5
45.54,104.16,0.964,39.09,22.51,72.67,6,171,126,Unhealthy for Sensitive Groups,PM2.5
32.98,65.85,1.152,51.91,19.75,96.5,7,171,178,Unhealthy,O3
54.3,110.49,1.309,46.31,21.85,83.58,8,171,147,Unhealthy for Sensitive Groups,PM2.5
31.85,53.45,1.308,50.14,20.7,95.1,9,171,174,Unhealthy,O3
58.86,106.13,0.747,46.48,28.77,77.61,10,171,153,Unhealthy,PM2.5
43.94,90.02,1.664,47.31,22.01,82.63,11,171,142,Unhealthy for Sensitive Groups,O3
45.35,100.98,1.723,51.13,20.78,92.44,12,171,168,Unhealthy,O3
31.8,65.99,2.028,52.01,19.59,55.82,13,171,92,Moderate,PM2.5
42.19,74.94,1.275,38.58,25.0,70.24,14,171,500,Hazardous,O3
35.77,80.92,1.194,47.83,24.33,59.03,15,171,102,Unhealthy for Sensitive Groups,PM2.5
36.97,40.25,0.576,61.69,19.42,30.11,16,171,105,Unhealthy for Sensitive Groups,PM2.5
38.1,51.52,1.205,38.91,15.01,44.38,17,171,107,Unhealthy for Sensitive Groups,PM2.5
44.04,87.45,1.47,27.63,16.28,34.75,18,171,122,Unhealthy for Sensitive Groups,PM2.5
35.21,63.55,0.923,35.38,19.87,31.93,19,171,100,Moderate,PM2.5
33.38,67.35,1.663,26.85,27.53,33.37,20,171,96,Moderate,PM2.5
19.9,36.59,0.868,18.13,19.54,27.52,21,171,67,Moderate,PM2.5
19.88,42.63,0.932,31.0,17.82,34.72,22,171,67,Moderate,PM2.5
40.23,62.63,0.443,21.31,11.98,41.2,23,171,113,Unhealthy for Sensitive Groups,PM2.5
19.5,41.94,0.926,21.75,28.29,52.46,0,172,67,Moderate,PM2.5
39.0,82.14,0.258,29.94,23.56,36.96,1,172,110,Unhealthy for Sensitive Groups,PM2.5
24.89,59.46,1.096,14.28,24.7,72.91,2,172,108,Unhealthy for Sensitive Groups,O3
28.59,75.62,1.163,14.1,25.53,56.21,3,172,86,Moderate,PM2.5
39.38,73.82,1.428,40.71,19.9,82.62,4,172,142,Unhealthy for Sensitive Groups,O3
43.62,81.8,0.801,17.59,21.14,82.01,5,172,140,Unhealthy for Sensitive Groups,O3
35.37,45.39,1.248,30.23,28.16,73.17,6,172,109,Unhealthy for Sensitive Groups,O3
35.97,58.36,1.462,25.11,21.62,94.26,7,172,172,Unhealthy,O3
41.25,71.93,1.513,41.14,23.66,80.55,8,172,134,Unhealthy for Sensitive Groups,O3
46.65,96.58,1.195,52.77,25.07,99.67,9,172,186,Unhealthy,O3
52.81,87.72,0.794,51.52,23.93,78.87,10,172,144,Unhealthy for Sensitive Groups,PM2.5
46.8,93.79,1.652,75.51,20.08,66.26,11,172,129,Unhealthy for Sensitive Groups,PM2.5
52.09,93.74,1.514,62.87,20.55,90.34,12,172,162,Unhealthy,O3
59.87,105.64,1.378,42.28,24.61,69.58,13,172,153,Unhealthy,PM2.5
48.73,90.7,1.741,38.42,24.6,68.67,14,172,134,Unhealthy for Sensitive Groups,PM2.5
46.44,78.9,1.441,75.55,26.56,43.72,15,172,128,Unhealthy for Sensitive Groups,PM2.5
29.55,48.03,0.984,56.63,23.47,26.08,16,172,88,Moderate,PM2.5
18.03,11.99,0.714,49.0,23.7,55.54,17,172,63,Moderate,PM2.5
39.37,67.88,0.861,40.75,18.49,33.95,18,172,111,Unhealthy for Sensitive Groups,PM2.5
32.68,53.07,1.825,39.63,17.81,35.94,19,172,94,Moderate,PM2.5
26.7,41.87,1.237,19.18,24.62,36.57,20,172,82,Moderate,PM2.5
30.52,59.93,1.002,33.09,17.85,27.67,21,172,90,Moderate,PM2.5
26.35,55.34,0.834,30.32,20.62,36.28,22,172,81,Moderate,PM2.5
34.77,65.38,0.778,19.37,27.61,54.73,23,172,500,Hazardous,O3
25.99,58.72,1.19,22.61,26.75,44.68,0,173,80,Moderate,PM2.5
19.69,42.35,0.705,43.56,22.16,61.66,1,173,73,Moderate,O3
34.67,58.87,1.061,28.36,19.17,40.09,2,173,98,Moderate,PM2.5
26.74,42.57,0.841,52.23,20.03,79.0,3,173,129,Unhealthy for Sensitive Groups,O3
34.93,66.63,1.602,16.59,24.99,59.78,4,173,99,Moderate,PM2.5
29.51,60.01,1.33,31.67,20.47,91.31,5,173,165,Unhealthy,O3
30.94,72.47,1.574,24.53,17.86,89.89,6,173,161,Unhealthy,O3
39.62,85.61,1.118,31.01,26.73,88.02,7,173,156,Unhealthy,O3
41.66,68.5,1.697,37.72,21.56,89.0,8,173,159,Unhealthy,O3
47.64,84.54,1.361,51.64,17.76,86.45,9,173,152,Unhealthy,O3
43.38,86.14,1.545,53.06,23.05,77.77,10,173,500,Hazardous,NO2
31.92,70.27,2.038,44.8,25.51,79.15,11,173,130,Unhealthy for Sensitive Groups,O3
43.52,89.6,1.247,29.72,15.61,97.08,12,173,180,Unhealthy,O3
52.96,94.57,1.609,66.37,19.65,80.79,13,173,144,Unhealthy for Sensitive Groups,PM2.5
43.15,62.62,1.643,47.53,19.42,51.29,14,173,120,Unhealthy for Sensitive Groups,PM2.5
41.83,63.32,1.611,37.32,22.91,54.91,15,173,500,Hazardous,O3
49.45,92.28,1.245,48.75,23.81,45.96,16,173,135,Unhealthy for Sensitive Groups,PM2.5
33.25,63.96,1.919,45.15,17.89,37.36,17,173,95,Moderate,PM2.5
23.8,29.65,0.812,36.77,13.19,23.99,18,173,76,Moderate,PM2.5
32.05,58.22,1.544,38.38,25.81,35.48,19,173,93,Moderate,PM2.5
26.85,55.9,1.385,22.45,15.05,38.46,20,173,82,Moderate,PM2.5
20.74,23.52,1.516,39.11,22.01,22.68,21,173,69,Moderate,PM2.5
25.35,58.89,0.412,19.64,19.99,53.57,22,173,79,Moderate,PM2.5
29.6,48.75,0.592,22.35,21.46,54.01,23,173,500,Hazardous,O3
25.14,60.34,1.288,34.49,28.84,50.48,0,174,78,Moderate,PM2.5
28.04,44.07,0.289,40.45,35.77,39.92,1,174,500,Hazardous,SO2
41.17,61.79,0.406,45.47,12.42,64.01,2,174,115,Unhealthy for Sensitive Groups,PM2.5
25.64,40.65,0.799,42.07,25.5,70.58,3,174,500,Hazardous,O3
32.84,57.98,1.078,30.76,19.8,80.13,4,174,133,Unhealthy for Sensitive Groups,O3
29.15,47.81,1.584,21.48,25.82,97.12,5,174,180,Unhealthy,O3
29.25,50.06,1.144,54.05,25.37,84.22,6,174,147,Unhealthy for Sensitive Groups,O3
34.14,65.46,1.111,56.81,27.63,109.46,7,174,205,Very Unhealthy,O3
37.59,65.61,1.473,39.28,22.01,94.07,8,174,172,Unhealthy,O3
46.54,82.97,1.595,57.7,16.14,86.07,9,174,151,Unhealthy,O3
64.17,95.0,1.644,47.07,25.22,109.97,10,174,205,Very Unhealthy,O3
40.73,78.01,1.494,66.6,21.17,89.51,11,174,160,Unhealthy,O3
43.49,77.22,0.973,46.85,19.41,70.45,12,174,500,Hazardous,O3
45.95,102.04,1.272,71.38,18.2,68.61,13,174,127,Unhealthy for Sensitive Groups,PM2.5
48.55,76.11,1.938,58.25,25.61,66.35,14,174,133,Unhealthy for Sensitive Groups,PM2.5
45.77,60.69,1.511,66.46,28.6,50.73,15,174,126,Unhealthy for Sensitive Groups,PM2.5
51.7,100.47,1.283,41.36,14.61,46.34,16,174,141,Unhealthy for Sensitive Groups,PM2.5
19.41,39.09,1.629,47.16,23.69,30.61,17,174,66,Moderate,PM2.5
16.93,18.36,0.861,30.31,18.72,17.17,18,174,61,Moderate,PM2.5
29.26,34.31,1.039,45.33,13.25,32.09,19,174,87,Moderate,PM2.5
39.4,89.36,1.061,42.99,21.32,31.4,20,174,111,Unhealthy for Sensitive Groups,PM2.5
15.85,45.51,0.813,55.48,16.42,36.29,21,174,59,Moderate,PM2.5
5.0,10.0,0.918,34.43,12.69,28.26,22,174,32,Good,NO2
30.15,48.78,0.796,35.65,16.67,25.38,23,174,89,Moderate,PM2.5
27.08,68.71,0.42,23.29,15.38,35.35,0,175,83,Moderate,PM2.5
16.78,24.48,0.907,33.82,17.28,62.79,1,175,76,Moderate,O3
18.69,27.75,0.49,25.81,13.89,53.33,2,175,65,Moderate,PM2.5
20.53,33.56,0.995,32.67,18.54,63.34,3,175,78,Moderate,O3
31.4,43.07,1.432,35.75,16.95,71.88,4,175,104,Unhealthy for Sensitive Groups,O3
28.1,30.13,1.023,33.37,22.39,75.02,5,175,115,Unhealthy for Sensitive Groups,O3
39.85,84.37,0.849,40.63,23.48,79.05,6,175,129,Unhealthy for Sensitive Groups,O3
15.85,10.0,1.255,39.35,21.82,80.27,7,175,133,Unhealthy for Sensitive Groups,O3
34.43,64.94,1.13,42.2,19.34,104.01,8,175,197,Unhealthy,O3
34.51,72.75,1.633,59.25,19.2,95.78,9,175,176,Unhealthy,O3
43.18,60.31,1.467,52.15,16.33,98.46,10,175,183,Unhealthy,O3
42.0,64.51,2.061,55.06,16.45,95.71,11,175,176,Unhealthy,O3
53.05,110.06,1.909,37.43,24.03,51.5,12,175,144,Unhealthy for Sensitive Groups,PM2.5
31.43,62.97,1.502,55.83,11.72,71.2,13,175,102,Unhealthy for Sensitive Groups,O3
45.59,74.66,1.726,55.7,20.11,54.14,14,175,500,Hazardous,O3
47.98,100.8,1.337,44.5,18.9,63.4,15,175,132,Unhealthy for Sensitive Groups,PM2.5
56.14,115.53,1.39,66.85,23.51,37.59,16,175,151,Unhealthy,PM2.5
34.83,65.93,1.185,20.21,13.39,28.25,17,175,99,Moderate,PM2.5
38.5,58.49,1.43,47.84,20.58,19.68,18,175,108,Unhealthy for Sensitive Groups,PM2.5
18.68,28.67,1.537,44.02,22.23,28.0,19,175,65,Moderate,PM2.5
11.38,23.92,1.26,39.42,10.99,39.15,20,175,47,Good,PM2.5
35.04,60.82,1.222,33.28,15.14,33.58,21,175,99,Moderate,PM2.5
26.53,59.02,1.165,35.11,20.06,21.99,22,175,81,Moderate,PM2.5
34.93,44.51,1.018,37.09,23.09,60.31,23,175,99,Moderate,PM2.5
14.06,10.0,0.498,20.74,21.36,51.5,0,176,55,Moderate,PM2.5
29.57,55.4,1.363,31.4,23.25,60.01,1,176,88,Moderate,PM2.5
41.44,68.69,1.43,27.77,15.05,72.85,2,176,116,Unhealthy for Sensitive Groups,PM2.5
31.55,49.26,0.875,20.58,12.5,51.36,3,176,92,Moderate,PM2.5
32.63,37.51,0.909,41.17,20.87,65.89,4,176,94,Moderate,PM2.5
33.07,59.76,1.291,31.25,14.3,89.44,5,176,160,Unhealthy,O3
23.21,41.15,1.365,25.02,16.12,77.87,6,176,125,Unhealthy for Sensitive Groups,O3
49.4,96.77,1.233,37.71,25.11,86.23,7,176,152,Unhealthy,O3
36.26,66.1,1.005,38.01,21.39,89.22,8,176,159,Unhealthy,O3
47.41,83.74,1.546,58.77,17.61,76.2,9,176,130,Unhealthy for Sensitive Groups,PM2.5
32.57,72.76,1.677,51.92,16.96,82.37,10,176,141,Unhealthy for Sensitive Groups,O3
36.71,50.34,1.765,65.41,23.55,90.36,11,176,162,Unhealthy,O3
58.0,110.83,1.665,45.33,21.51,82.29,12,176,152,Unhealthy,PM2.5
43.37,58.02,1.466,60.33,14.37,78.89,13,176,129,Unhealthy for Sensitive Groups,O3
56.7,92.01,1.81,78.79,10.71,70.1,14,176,500,Hazardous,O3
42.75,62.39,1.474,52.05,29.86,56.29,15,176,119,Unhealthy for Sensitive Groups,PM2.5
26.41,56.93,1.241,54.62,14.33,48.27,16,176,81,Moderate,PM2.5
45.7,81.47,1.239,50.04,23.09,41.32,17,176,126,Unhealthy for Sensitive Groups,PM2.5
31.06,55.75,0.676,25.78,28.0,27.75,18,176,91,Moderate,PM2.5
38.59,56.19,1.052,42.75,21.18,20.72,19,176,109,Unhealthy for Sensitive Groups,PM2.5
30.62,51.51,1.227,37.06,17.44,23.1,20,176,90,Moderate,PM2.5
15.85,19.36,1.047,28.92,13.32,27.76,21,176,59,Moderate,PM2.5
27.8,54.64,1.344,20.77,13.25,27.46,22,176,500,Hazardous,PM10
42.98,65.48,0.773,35.35,22.33,42.93,23,176,119,Unhealthy for Sensitive Groups,PM2.5
28.91,67.99,0.986,18.28,27.63,47.02,0,177,86,Moderate,PM2.5
24.87,24.65,1.09,49.75,18.4,55.33,1,177,78,Moderate,PM2.5
35.0,53.32,1.591,30.75,17.6,63.51,2,177,99,Moderate,PM2.5
29.78,73.73,0.989,19.28,23.87,79.72,3,177,132,Unhealthy for Sensitive Groups,O3
31.99,52.36,0.707,28.86,16.95,74.91,4,177,115,Unhealthy for Sensitive Groups,O3
24.16,27.71,1.361,34.11,21.75,91.3,5,177,165,Unhealthy,O3
37.53,70.19,1.76,64.12,20.59,91.15,6,177,164,Unhealthy,O3
46.71,78.38,1.196,34.26,18.33,100.27,7,177,188,Unhealthy,O3
34.32,51.75,1.632,44.84,20.3,106.15,8,177,201,Very Unhealthy,O3
54.62,85.17,1.823,43.11,29.19,94.74,9,177,174,Unhealthy,O3
44.19,112.77,1.817,55.38,23.4,87.02,10,177,154,Unhealthy,O3
38.89,66.99,1.585,46.37,25.84,82.19,11,177,140,Unhealthy for Sensitive Groups,O3
54.34,74.71,1.35,40.61,15.78,70.3,12,177,500,Hazardous,O3
43.7,96.59,1.523,49.64,25.86,62.73,13,177,121,Unhealthy for Sensitive Groups,PM2.5
51.0,99.14,1.649,47.4,23.57,69.02,14,177,139,Unhealthy for Sensitive Groups,PM2.5
40.89,64.41,1.727,42.56,12.88,42.6,15,177,114,Unhealthy for Sensitive Groups,PM2.5
40.53,61.76,1.48,40.61,23.08,61.15,16,177,113,Unhealthy for Sensitive Groups,PM2.5
42.38,84.36,1.179,54.95,17.81,37.27,17,177,118,Unhealthy for Sensitive Groups,PM2.5
37.99,65.42,1.367,36.8,12.65,62.64,18,177,107,Unhealthy for Sensitive Groups,PM2.5
16.93,10.0,1.365,25.55,21.03,24.09,19,177,61,Moderate,PM2.5
21.34,59.86,1.134,29.38,23.07,32.5,20,177,70,Moderate,PM2.5
35.53,58.75,0.695,32.06,21.14,27.5,21,177,101,Unhealthy for Sensitive Groups,PM2.5
25.34,63.56,0.834,16.24,19.83,26.09,22,177,79,Moderate,PM2.5
21.14,53.39,1.137,44.67,18.73,49.42,23,177,70,Moderate,PM2.5
14.01,13.21,0.425,36.68,32.64,33.94,0,178,55,Moderate,PM2.5
16.6,42.29,0.224,42.71,14.4,45.47,1,178,60,Moderate,PM2.5
10.13,10.42,1.341,33.53,24.67,65.86,2,178,86,Moderate,O3
27.19,26.55,1.099,10.58,20.39,75.21,3,178,116,Unhealthy for Sensitive Groups,O3
25.42,40.67,1.202,49.35,16.04,61.08,4,178,79,Moderate,PM2.5
25.05,49.86,0.784,28.26,20.07,87.03,5,178,154,Unhealthy,O3
35.0,57.44,1.421,32.18,13.34,87.27,6,178,154,Unhealthy,O3
41.21,70.5,1.376,44.67,17.33,79.8,7,178,132,Unhealthy for Sensitive Groups,O3
57.62,117.44,0.905,59.78,20.07,82.11,8,178,152,Unhealthy,PM2.5
30.99,57.05,1.882,59.02,12.55,68.64,9,178,96,Moderate,O3
54.05,87.17,1.559,59.46,22.84,103.16,10,178,195,Unhealthy,O3
53.63,104.95,1.429,48.47,15.49,91.37,11,178,165,Unhealthy,O3
39.97,74.32,1.447,48.72,13.05,62.11,12,178,112,Unhealthy for Sensitive Groups,PM2.5
47.47,55.18,0.943,55.05,14.91,75.75,13,178,130,Unhealthy for Sensitive Groups,PM2.5
41.11,79.15,1.69,49.09,31.19,54.26,14,178,500,Hazardous,O3
44.57,84.92,1.533,57.38,10.42,61.38,15,178,123,Unhealthy for Sensitive Groups,PM2.5
52.95,95.54,1.322,54.3,22.49,40.04,16,178,144,Unhealthy for Sensitive Groups,PM2.5
43.15,88.36,1.677,49.02,16.55,35.15,17,178,120,Unhealthy for Sensitive Groups,PM2.5
39.61,63.23,0.785,14.74,18.56,31.14,18,178,111,Unhealthy for Sensitive Groups,PM2.5
29.34,56.85,0.928,38.17,23.33,24.45,19,178,87,Moderate,PM2.5
18.34,14.2,0.765,32.91,23.08,43.99,20,178,64,Moderate,PM2.5
26.33,52.29,0.862,33.19,16.91,40.01,21,178,81,Moderate,PM2.5
35.96,88.17,0.908,22.06,13.52,35.12,22,178,102,Unhealthy for Sensitive Groups,PM2.5
13.03,11.51,0.981,15.16,23.42,49.03,23,178,53,Moderate,PM2.5
16.35,20.32,0.736,32.63,23.0,28.73,0,179,60,Moderate,PM2.5
